Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales
763,Call of Duty: Roads to Victory,PSP,2007,Shooter,0.52,1.03,0.0
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,0.66,0.0,1.45
765,Mahjong,NES,1983,Misc,0.01,0.0,2.13
766,R.C. Pro-Am,NES,1988,Racing,1.47,0.38,0.19
767,SimCity 2000,PC,1992,Simulation,1.2,0.84,0.0
768,Demon Attack,2600,1981,Shooter,1.99,0.12,0.0
769,Dance Dance Revolution Extreme,PS2,2004,Simulation,1.04,0.81,0.0
770,Tetris DS,DS,2006,Puzzle,0.64,0.07,1.35
771,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,0.82,0.37,0.89
772,Far Cry: Primal,PS4,2016,Action,0.59,1.16,0.06
773,Toy Story 3: The Video Game,DS,2010,Action,0.93,0.97,0.02
774,Final Fantasy III,DS,2006,Role-Playing,0.91,0.05,1.07
775,Kirby's Epic Yarn,Wii,2010,Platform,1.47,0.09,0.45
776,Project Gotham Racing,XB,2001,Racing,1.37,0.61,0.05
777,Golf,GB,1989,Sports,0.83,0.33,0.92
778,NBA 2K12,PS3,2011,Sports,1.61,0.27,0.05
779,Borderlands,PS3,2009,Shooter,1.2,0.62,0.0
780,Tony Hawk's Pro Skater,N64,2000,Sports,1.68,0.4,0.0
781,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,0.11,1.34,0.4
782,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,1.68,0.31,0.02
783,Mario Sports Mix,Wii,2010,Sports,0.9,0.45,0.63
785,Dynasty Warriors 4,PS2,2003,Action,0.63,0.21,1.13
786,Mortal Kombat,X360,2011,Fighting,1.63,0.33,0.0
787,Parasite Eve,PS,1998,Role-Playing,0.94,0.07,1.05
788,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,1.17,0.72,0.0
789,Project Gotham Racing (JP weekly sales),XB,2002,Action,1.54,0.44,0.04
790,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,1.77,0.13,0.02
791,Portal 2,X360,2011,Shooter,1.41,0.51,0.01
792,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,0.99,0.63,0.29
793,Derby Stallion,PS,1997,Sports,0.0,0.0,1.96
794,Dead Rising,X360,2006,Action,1.16,0.65,0.08
795,Finding Nemo,PS2,2003,Action,1.26,0.6,0.05
796,NBA 2K11,X360,2010,Action,1.84,0.12,0.01
797,Wipeout: The Game,Wii,2009,Misc,1.97,0.0,0.0
798,The Sims 2: Pets,DS,2006,Simulation,0.92,0.94,0.0
799,Battlefield: Hardline,PS4,2015,Shooter,0.7,0.93,0.14
800,Metal Gear Solid: Peace Walker,PSP,2010,Action,0.46,0.42,0.96
801,World of Warcraft: Cataclysm,PC,2010,Role-Playing,1.77,0.32,0.0
802,Tetris Worlds,PS2,2002,Puzzle,1.11,0.71,0.0
803,Need For Speed: Undercover,PS3,2008,Racing,0.63,1.02,0.05
804,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,1.36,0.52,0.0
805,Mario Party 5,GC,2003,Misc,0.97,0.33,0.73
806,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,0.59,0.99,0.13
807,Sim Theme Park,PC,1998,Strategy,2.04,0.04,0.0
808,Warcraft: Orcs & Humans,PC,1994,Strategy,0.89,1.08,0.0
809,Skate 3,PS3,2010,Sports,0.79,0.94,0.0
810,Spec Ops: Airborne Commando,PS,2002,Shooter,1.54,0.46,0.0
811,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,0.63,0.42,0.75
812,UFC 2009 Undisputed,X360,2009,Fighting,1.48,0.39,0.0
813,Dark Souls,PS3,2011,Role-Playing,0.75,0.54,0.54
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,1.64,0.36,0.0
815,Need for Speed: ProStreet,X360,2007,Racing,1.04,0.8,0.01
816,The Sims 3,PS3,2010,Simulation,0.73,0.97,0.02
817,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,1.2,0.63,0.04
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,0.71,0.52,0.74
819,The Incredibles,GBA,2004,Action,1.15,0.77,0.04
820,R4: Ridge Racer Type 4,PS,1998,Racing,0.68,0.46,0.79
821,SoulCalibur II,PS2,2003,Fighting,1.06,0.62,0.13
822,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,0.89,0.57,0.46
823,Need for Speed: ProStreet,PS3,2007,Racing,0.73,0.92,0.04
824,Carnival Games,DS,2008,Misc,1.23,0.64,0.0
825,NBA 2K14,PS3,2013,Sports,1.43,0.33,0.04
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,1.16,0.06,0.83
827,Sonic Mega Collection,GC,2002,Misc,1.47,0.48,0.05
828,Diablo III,PS3,2013,Role-Playing,0.71,0.83,0.15
829,NBA Jam,GEN,1992,Sports,1.75,0.25,0.0
830,PGR4 - Project Gotham Racing 4,X360,2007,Racing,0.48,1.29,0.02
831,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,1.11,0.27,0.53
832,Dance Central 2,X360,2011,Misc,1.45,0.42,0.01
833,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,0.73,1.09,0.0
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,1.74,0.02,0.0
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,0.71,1.02,0.0
836,Donkey Kong Country,GBA,2003,Platform,1.2,0.48,0.29
837,Need for Speed: The Run,PS3,2011,Action,0.58,1.06,0.03
838,Madden NFL 15,PS4,2014,Sports,1.53,0.25,0.0
839,1080°: TenEighty Snowboarding,N64,1998,Sports,1.25,0.61,0.13
840,Just Dance 3,X360,2011,Misc,1.47,0.4,0.0
841,NBA Live 2004,PS2,2003,Sports,1.57,0.18,0.0
842,Dead Space,PS3,2008,Action,1.05,0.67,0.0
843,Call of Duty 2,X360,2005,Shooter,1.81,0.05,0.01
844,Madden NFL 15,X360,2014,Sports,1.76,0.09,0.0
845,Forza Horizon,X360,2012,Racing,0.82,0.98,0.04
846,TouchMaster,DS,2007,Puzzle,0.49,1.27,0.0
847,Tom Clancy's The Division,XOne,2016,Shooter,1.2,0.62,0.0
848,LEGO Marvel Super Heroes,PS3,2013,Action,0.77,0.85,0.01
849,Fire Emblem: Awakening,3DS,2012,Role-Playing,0.89,0.45,0.53
850,DriveClub,PS4,2014,Racing,0.35,1.31,0.02
851,Super Street Fighter II,SNES,1993,Fighting,0.52,0.16,1.29
852,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,1.48,0.3,0.0
853,Tenchu: Stealth Assassins,PS,1997,Action,0.95,0.64,0.27
854,Tennis,GB,1989,Sports,0.75,0.3,0.9
855,Harry Potter and the Chamber of Secrets,GBA,2002,Action,1.21,0.64,0.05
856,Harry Potter and the Chamber of Secrets,PS,2002,Action,0.75,1.09,0.02
857,SimCity,SNES,1991,Simulation,0.93,0.27,0.75
858,Battlefield 4,XOne,2013,Shooter,1.25,0.58,0.0
859,Resident Evil 6,X360,2012,Shooter,1.11,0.63,0.07
860,Dragon Age: Inquisition,PS4,2014,Role-Playing,0.72,0.86,0.08
861,Sonic Classic Collection,DS,2010,Platform,0.99,0.8,0.0
862,Spyro: Enter the Dragonfly,PS2,2002,Platform,0.74,0.95,0.0
863,Call of Duty: World at War,Wii,2008,Shooter,1.2,0.59,0.0
864,Devil May Cry 2,PS2,2003,Action,0.71,0.58,0.51
865,Burnout Paradise,PS3,2008,Racing,1.01,0.64,0.02
866,E.T.: The Extra Terrestrial,2600,1981,Action,1.84,0.11,0.0
867,BioShock Infinite,X360,2013,Shooter,1.22,0.57,0.02
868,Hot Shots Golf: Open Tee,PSP,2004,Sports,0.5,0.5,0.63
869,Rad Racer,NES,1986,Racing,1.13,0.37,0.41
870,Soccer,NES,1985,Sports,0.18,0.23,1.53
871,Kirby Squeak Squad,DS,2006,Platform,0.79,0.03,1.05
872,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,1.09,0.65,0.02
873,Destiny,X360,2014,Shooter,1.3,0.49,0.0
874,Crash Nitro Kart,PS2,2003,Racing,0.74,1.01,0.0
875,Grand Theft Auto: San Andreas,XB,2005,Action,1.26,0.61,0.0
876,Star Wars: Dark Forces,PC,1994,Shooter,1.09,0.77,0.0
877,NBA Street Vol. 2,PS2,2003,Sports,1.69,0.2,0.0
878,Def Jam Vendetta,PS2,2003,Fighting,0.95,0.74,0.0
879,FIFA Soccer 09,X360,2008,Sports,0.49,1.26,0.01
880,Who wants to be a millionaire,PC,1999,Misc,1.94,0.0,0.0
881,Scooby Doo and the Cyber Chase,PS,2001,Adventure,0.59,1.23,0.0
882,Alleyway,GB,1989,Puzzle,0.96,0.38,0.55
883,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,1.09,0.15,0.65
884,Jet Moto 2,PS,1997,Racing,1.41,0.42,0.03
885,Tom Clancy's Ghost Recon,PS2,2002,Shooter,1.42,0.4,0.0
886,X-Men Legends,PS2,2004,Role-Playing,1.0,0.72,0.0
887,Batman: Arkham Origins,X360,2013,Action,1.15,0.61,0.0
888,Guitar Hero: World Tour,PS3,2008,Misc,1.1,0.56,0.0
889,Mortal Kombat II,SNES,1993,Fighting,1.48,0.39,0.0
890,Virtua Fighter 2,SAT,1995,Fighting,0.34,0.26,1.3
891,Tetris DX,GB,1998,Puzzle,1.06,0.6,0.2
892,Mortal Kombat vs. DC Universe,X360,2008,Fighting,1.53,0.24,0.0
893,Watch Dogs,PS3,2014,Action,0.56,0.89,0.1
894,Mario Super Sluggers,Wii,2008,Sports,1.51,0.0,0.29
895,Tomb Raider (2013),X360,2013,Action,0.86,0.87,0.01
896,The Legend of Zelda: Oracle of Ages,GB,2001,Action,0.92,0.53,0.41
897,Need for Speed: Shift,X360,2009,Racing,0.73,0.97,0.01
898,Monopoly,Wii,2008,Misc,0.87,0.85,0.0
899,Red Faction,PS2,2001,Shooter,0.76,0.96,0.0
900,The Sims: Makin' Magic,PC,2003,Simulation,1.03,0.8,0.0
901,MX Unleashed,PS2,2004,Racing,0.94,0.73,0.0
902,PaRappa The Rapper,PS,1996,Misc,0.26,0.16,1.46
903,Toy Story Mania!,Wii,2009,Misc,1.06,0.67,0.0
904,Mario Party 3,N64,2000,Misc,0.72,0.16,1.01
905,Star Wars: The Force Unleashed,Wii,2008,Action,1.14,0.57,0.0
906,Game Party 2,Wii,2008,Misc,1.3,0.44,0.0
907,Destiny: The Taken King,PS4,2015,Shooter,0.77,0.78,0.04
908,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,1.08,0.66,0.0
909,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,1.03,0.75,0.03
910,Max Payne 3,PS3,2012,Shooter,0.59,0.92,0.06
911,Need for Speed Rivals,PS4,2013,Racing,0.73,0.91,0.03
912,Madden NFL 09,PS3,2008,Sports,1.56,0.15,0.0
913,Yokai Watch,3DS,2013,Role-Playing,0.21,0.3,1.33
914,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,1.05,0.54,0.03
915,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,1.37,0.44,0.0
916,Mortal Kombat: Deception,PS2,2004,Fighting,0.92,0.72,0.0
917,Hot Shots Golf 2,PS,1999,Sports,0.25,0.12,1.48
918,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,0.89,0.69,0.09
919,WCW Nitro,PS,1998,Fighting,1.42,0.36,0.03
920,High School Musical: Sing It!,PS2,2007,Misc,0.47,0.08,0.0
921,Star Fox Adventures,GC,2002,Adventure,0.96,0.53,0.3
922,FIFA 2000,PS,1998,Sports,0.22,1.47,0.04
923,Dynasty Warriors 3,PS2,2001,Action,0.53,0.16,1.07
924,Donkey Kong Country Returns,3DS,2013,Platform,0.73,0.62,0.4
925,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,0.87,0.52,0.41
926,Madden NFL 06,XB,2005,Sports,1.75,0.03,0.0
927,Shrek 2,PS2,2004,Platform,1.12,0.69,0.03
928,The Legend of Dragoon,PS,1999,Role-Playing,0.94,0.44,0.39
929,Turok 2: Seeds of Evil,N64,1997,Platform,1.37,0.41,0.04
930,SingStar,PS2,2004,Misc,0.0,1.37,0.0
931,LittleBigPlanet 3,PS4,2014,Platform,0.64,0.92,0.01
932,NBA Live 2002,PS2,2001,Sports,0.91,0.71,0.0
933,Phineas and Ferb,DS,2009,Action,1.34,0.37,0.0
934,Chrono Cross,PS,1999,Role-Playing,0.62,0.42,0.69
935,GoldenEye 007 (2010),Wii,2010,Action,0.85,0.71,0.13
936,Mario Party: Island Tour,3DS,2013,Misc,0.61,0.59,0.55
937,Jak 3,PS2,2004,Platform,1.33,0.49,0.0
938,Rayman Raving Rabbids 2,Wii,2007,Misc,0.83,0.82,0.0
939,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,1.26,0.18,0.35
940,Pinball,NES,1984,Action,0.8,0.19,0.83
941,inFAMOUS 2,PS3,2011,Action,1.05,0.49,0.08
942,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,0.0,1.1,0.42
943,Demon's Souls,PS3,2009,Role-Playing,0.97,0.34,0.35
944,NCAA Football 06,PS2,2005,Sports,1.53,0.05,0.0
945,"Hey You, Pikachu!",N64,1998,Simulation,0.83,0.06,0.93
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,1.31,0.49,0.0
947,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,0.84,0.76,0.0
948,Jet Moto,PS,1996,Racing,1.33,0.4,0.03
949,Just Cause 3,PS4,2015,Action,0.46,1.02,0.07
950,Secret of Mana,SNES,1993,Role-Playing,0.25,0.07,1.49
951,The Orange Box,X360,2007,Shooter,1.09,0.54,0.02
952,Air Combat,PS,1995,Simulation,0.92,0.33,0.52
953,Kirby: Triple Deluxe,3DS,2014,Platform,0.61,0.34,0.79
954,Sonic & Knuckles,GEN,1994,Platform,1.24,0.43,0.03
955,Namco Museum,PS2,2001,Misc,1.73,0.07,0.0
956,The Sims: Hot Date,PC,2001,Simulation,1.81,0.0,0.0
957,Metroid Prime 3: Corruption,Wii,2007,Shooter,0.91,0.74,0.07
958,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,0.22,0.21,1.35
959,The Evil Within,PS4,2014,Action,0.55,0.84,0.11
960,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,1.05,0.59,0.0
961,Crazy Taxi,DC,2000,Racing,1.1,0.51,0.12
962,Virtua Fighter 4,PS2,2002,Fighting,0.78,0.44,0.56
963,Sly 2: Band of Thieves,PS2,2004,Platform,0.88,0.69,0.0
964,Guitar Hero: World Tour,PS2,2008,Misc,1.0,0.03,0.0
965,Sonic Advance 2,GBA,2002,Platform,0.93,0.59,0.21
966,Madden NFL 07,X360,2006,Sports,1.66,0.0,0.01
967,NBA 2K11,PS3,2010,Action,1.41,0.21,0.03
968,NFL GameDay 2000,PS,1999,Sports,1.0,0.68,0.0
969,Call of Duty: Black Ops 3,PS3,2015,Shooter,0.49,0.96,0.07
970,Disney's The Lion King,SNES,1994,Platform,1.26,0.39,0.08
971,Beyond: Two Souls,PS3,2013,Adventure,0.52,0.88,0.06
972,Kinect Star Wars,X360,2012,Action,1.05,0.57,0.03
973,Midnight Club II,PS2,2003,Racing,1.25,0.29,0.0
974,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,0.23,0.03,1.49
975,SpongeBob SquarePants: SuperSponge,PS,2001,Action,1.12,0.58,0.0
976,The Getaway: Black Monday,PS2,2004,Action,0.39,1.01,0.02
977,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,0.32,0.95,0.36
978,Just Cause 2,PS3,2010,Action,0.45,0.94,0.06
979,Dragon's Dogma,PS3,2012,Role-Playing,0.41,0.46,0.72
980,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,0.93,0.57,0.14
981,50 Cent: Bulletproof,PS2,2005,Action,0.85,0.76,0.0
982,High School Musical: Sing It!,Wii,2007,Misc,1.16,0.45,0.0
983,Wii Party U,WiiU,2013,Misc,0.31,0.54,0.84
984,Madden NFL 25,PS3,2013,Sports,1.59,0.03,0.0
985,Final Fantasy II,SNES,1991,Role-Playing,0.24,0.09,1.33
986,Kirby 64: The Crystal Shards,N64,2000,Platform,0.63,0.06,1.03
987,Dead or Alive 3,XB,2001,Fighting,1.19,0.29,0.24
988,UFC 2009 Undisputed,PS3,2009,Fighting,1.07,0.45,0.01
989,Metroid II: Return of Samus,GB,1991,Adventure,0.85,0.31,0.56
990,WWF Attitude,PS,1998,Fighting,1.27,0.42,0.0
991,The SpongeBob SquarePants Movie,PS2,2004,Platform,1.06,0.54,0.0
992,Golden Sun,GBA,2001,Role-Playing,0.93,0.38,0.4
993,Sonic the Hedgehog 3,GEN,1994,Platform,1.02,0.47,0.2
994,Kid Icarus,NES,1986,Platform,0.53,0.12,1.09
995,Def Jam: Fight for NY,PS2,2004,Fighting,0.86,0.67,0.0
996,Tom Clancy's Ghost Recon,XB,2002,Shooter,1.23,0.46,0.0
997,State of Emergency,PS2,2002,Action,0.86,0.67,0.0
998,BioShock Infinite,PS3,2013,Shooter,0.72,0.69,0.04
999,Hitman: Absolution,X360,2012,Action,0.68,0.9,0.01
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,1.26,0.47,0.0
1001,Call of Duty: Black Ops 3,X360,2015,Shooter,1.11,0.48,0.0
1002,The Urbz: Sims in the City,PS2,2004,Simulation,0.52,0.95,0.0
1003,FIFA Soccer 08,PS3,2007,Sports,0.35,1.07,0.02
1004,Star Wars: Starfighter,PS2,2001,Simulation,0.61,0.87,0.02
1005,Madden NFL 2000,PS,1998,Sports,1.68,0.04,0.0
1006,Kingdom Hearts,PS3,2013,Role-Playing,0.9,0.37,0.25
1007,Star Wars: Battlefront,XB,2004,Shooter,1.24,0.45,0.0
1008,Pro Evolution Soccer,PS2,2001,Sports,0.06,0.9,0.53
1009,Crackdown,X360,2007,Shooter,1.0,0.54,0.03
1010,Yoshi,NES,1991,Puzzle,0.7,0.13,0.91
1011,Disney's Aladdin,SNES,1993,Platform,0.94,0.34,0.21
1012,Kirby's Adventure,NES,1993,Platform,0.79,0.14,0.8
1013,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,0.83,0.66,0.08
1014,Dance Dance Revolution X,PS2,2008,Simulation,0.85,0.66,0.01
1015,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,1.25,0.46,0.0
1016,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,0.72,0.89,0.04
1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,0.63,0.49,0.45
1018,Portal 2,PS3,2011,Shooter,0.83,0.63,0.02
1019,The Beatles: Rock Band,Wii,2009,Misc,1.19,0.4,0.0
1020,Forza Motorsport 6,XOne,2015,Racing,0.69,0.89,0.03
1021,Sonic Colors,Wii,2010,Platform,0.96,0.61,0.01
1022,Cruis'n USA,N64,1996,Racing,1.69,0.04,0.0
1023,Madden NFL 99,PS,1998,Sports,1.66,0.04,0.0
1024,Diablo III,PS4,2014,Role-Playing,0.49,0.88,0.06
1025,Uncharted: Golden Abyss,PSV,2011,Shooter,0.59,0.75,0.13
1026,Destiny,PS3,2014,Shooter,0.67,0.66,0.12
1027,SSX Tricky,PS2,2001,Sports,0.85,0.66,0.0
1028,Overwatch,PS4,2016,Shooter,0.64,0.68,0.14
1029,Twisted Metal III,PS,1998,Action,1.48,0.2,0.0
1030,Harry Potter and the Sorcerer's Stone,GB,2001,Action,0.94,0.62,0.1
1031,Disney Infinity,Wii,2013,Action,1.15,0.44,0.0
1032,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,0.95,0.7,0.0
1033,Dishonored,X360,2012,Action,1.06,0.52,0.01
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,0.85,0.66,0.0
1035,The Order: 1886,PS4,2015,Shooter,0.61,0.78,0.06
1036,The Elder Scrolls Online,PS4,2015,Role-Playing,0.66,0.78,0.0
1037,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,0.61,0.18,0.0
1038,Imagine: Teacher,DS,2008,Simulation,0.7,0.83,0.0
1039,Call of Duty: Modern Warfare 3,PC,2011,Shooter,0.41,0.98,0.0
1040,Madden NFL 2005,XB,2004,Sports,1.61,0.03,0.0
1041,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,0.8,0.21,0.55
1042,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,0.59,0.87,0.0
1043,Game Party 3,Wii,2009,Puzzle,1.43,0.16,0.0
1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,0.99,0.64,0.0
1045,Deal or No Deal,DS,2007,Misc,1.15,0.41,0.0
1046,Ace Combat 5: The Unsung War,PS2,2004,Simulation,0.88,0.34,0.32
1047,Need for Speed Underground,XB,2003,Racing,1.09,0.55,0.0
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,0.0,0.0,1.71
1049,Tetris Worlds,GBA,2001,Puzzle,1.25,0.39,0.0
1050,Cabela's Big Game Hunter 2010,Wii,2009,Sports,1.58,0.0,0.0
1051,The Crew,PS4,2014,Racing,0.34,1.08,0.03
1052,FIFA Soccer 10,PS2,2009,Sports,0.23,0.24,0.0
1053,We Ski,Wii,2008,Sports,0.99,0.42,0.14
1054,Personal Trainer: Math,DS,2007,Puzzle,0.49,1.12,0.0
1055,Kirby's Return to Dreamland,Wii,2011,Platform,0.62,0.21,0.79
1056,Super Puyo Puyo,SNES,1993,Puzzle,0.0,0.0,1.69
1057,Ben 10: Protector of Earth,DS,2007,Action,0.69,0.83,0.0
1058,NCAA Football 07,PS2,2006,Sports,1.41,0.05,0.0
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,1.22,0.34,0.04
1060,NBA 2K15,XOne,2014,Sports,1.36,0.18,0.0
1061,Saints Row 2,PS3,2008,Action,0.88,0.54,0.02
1062,Saints Row IV,X360,2013,Action,1.01,0.53,0.01
1063,Jampack Winter '99,PS,1999,Misc,0.94,0.64,0.0
1064,Dragon Age: Origins,PS3,2009,Role-Playing,0.96,0.44,0.08
1065,FIFA 16,X360,2015,Sports,0.55,1.01,0.0
1066,WCW vs. nWo: World Tour,N64,1997,Fighting,1.37,0.28,0.03
1067,WCW/NWO Thunder,PS,1998,Fighting,1.1,0.48,0.04
1068,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,0.87,0.66,0.08
1069,Need For Speed: Undercover,X360,2008,Racing,0.79,0.71,0.01
1070,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,1.52,0.12,0.0
1071,Sid Meier's Civilization V,PC,2010,Strategy,0.98,0.52,0.0
1072,Resident Evil 4,GC,2005,Action,0.98,0.42,0.22
1073,Call of Duty Black Ops: Declassified,PSV,2012,Action,0.8,0.52,0.07
1074,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,0.9,0.47,0.0
1075,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,0.82,0.64,0.0
1076,NFL GameDay 98,PS,1997,Sports,1.58,0.06,0.0
1077,LEGO Batman 2: DC Super Heroes,X360,2012,Action,0.9,0.64,0.0
1078,Yoshi's Cookie,GB,1992,Puzzle,0.59,0.24,0.82
1079,Time Crisis,PS,1997,Shooter,0.38,0.87,0.33
1080,The Sims: Superstar,PC,2003,Simulation,1.67,0.0,0.0
1081,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,1.23,0.3,0.0
1082,MySims,Wii,2007,Simulation,0.91,0.55,0.04
1083,Metroid Fusion,GBA,2002,Action,1.18,0.27,0.17
1084,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,0.94,0.57,0.0
1085,SSX 3,PS2,2003,Sports,0.93,0.52,0.0
1086,Big Beach Sports,Wii,2008,Sports,0.45,1.02,0.0
1087,Madden NFL 2001,PS,2000,Sports,1.58,0.05,0.0
1088,Fight Night Round 3,PS3,2006,Fighting,0.81,0.59,0.01
1089,Knack,PS4,2013,Platform,0.43,0.67,0.42
1090,Star Wars: Battlefront II,XB,2005,Shooter,1.22,0.39,0.0
1091,Disney's DuckTales,NES,1989,Platform,0.91,0.3,0.42
1092,Tony Hawk's Pro Skater 3,PS,2001,Sports,1.09,0.49,0.02
1093,"Monsters, Inc.",GBA,2001,Adventure,0.59,0.95,0.03
1094,StarCraft II: Heart of the Swarm,PC,2013,Strategy,0.82,0.65,0.0
1095,PGR: Project Gotham Racing 2,XB,2003,Racing,0.97,0.59,0.04
1096,Spy Hunter,PS2,2001,Racing,1.13,0.32,0.0
1097,NCAA Football 2004,PS2,2003,Sports,1.35,0.09,0.0
1098,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,1.08,0.45,0.0
1099,Dying Light,PS4,2015,Action,0.63,0.66,0.11
1100,Heavenly Sword,PS3,2007,Action,0.57,0.73,0.06
1101,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,1.0,0.3,0.31
1102,SSX,PS2,2000,Sports,0.78,0.61,0.06
1103,Max Payne 3,X360,2012,Shooter,0.86,0.64,0.01
1104,NBA Ballers,PS2,2004,Sports,0.81,0.63,0.0
1105,Need for Speed Carbon,X360,2006,Racing,0.76,0.7,0.02
1106,NBA Live 2003,PS2,2002,Sports,1.25,0.15,0.03
1107,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,0.96,0.12,0.54
1108,Ms. Pac-Man,2600,1981,Puzzle,1.54,0.1,0.0
1109,Mario Party 6,GC,2004,Misc,0.9,0.11,0.6
1110,Super Scope 6,SNES,1991,Shooter,1.06,0.38,0.15
1111,Go Vacation,Wii,2011,Misc,0.48,0.68,0.33
1112,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,0.0,0.0,1.65
1113,Army of Two,X360,2008,Shooter,1.09,0.38,0.02
1114,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,0.32,0.02,1.27
1115,Kirby & the Amazing Mirror,GBA,2004,Platform,0.8,0.05,0.76
1116,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,0.76,0.72,0.0
1117,Dig Dug,2600,1982,Puzzle,1.52,0.1,0.0
1118,Tom Clancy's Rainbow Six,PS,1999,Shooter,0.93,0.63,0.0
1119,Ghosts 'n Goblins,NES,1986,Action,0.74,0.26,0.61
1120,Tiger Woods PGA Tour 2003,PS2,2002,Sports,0.8,0.63,0.0
1121,NBA Live 06 (All region sales),PS2,2005,Sports,1.44,0.15,0.0
1122,Prince of Persia: Warrior Within,PS2,2004,Action,0.54,0.88,0.0
1123,Kinectimals,X360,2010,Simulation,1.02,0.48,0.0
1124,Until Dawn,PS4,2015,Adventure,0.44,0.89,0.05
1125,ESPN NFL 2K5,XB,2004,Sports,1.54,0.02,0.0
1126,Viva Pinata,X360,2006,Simulation,0.45,0.96,0.02
1127,Pikmin,GC,2001,Strategy,0.78,0.25,0.56
1129,Sonic Generations,PS3,2011,Platform,0.6,0.73,0.02
1130,Tiger Woods PGA Tour 2004,PS2,2003,Sports,1.18,0.34,0.0
1131,Ape Escape,PS,1999,Platform,0.71,0.48,0.32
1132,NBA 2K15,X360,2014,Sports,1.33,0.14,0.0
1133,NCAA Football 2005,PS2,2004,Sports,1.32,0.09,0.0
1134,Just Cause 2,X360,2010,Action,0.59,0.85,0.02
